"state_name","state_abbrv","year","population","category","unemp_rate","crime_rate","murder_rate","rape_rate","robbery_rate","assault_rate"
"Georgia","GA",1987,6222000,"5M+ populations",5.7,576.5,11.8,43.1,209.2,312.4
"Hawaii","HI",1987,1083000,"1M-5M populations",3.8,263.3,4.8,36.3,98.0,124.2
"Idaho","ID",1987,998000,"1M- populations",7.6,214.2,3.1,17.5,24.2,169.3
"Illinois","IL",1987,11582000,"10M + populations",7.4,796.2,8.3,38.4,314.3,435.2
"Indiana","IN",1987,5531000,"5M+ populations",6.2,328.5,5.6,29.1,88.6,205.2
"Iowa","IA",1987,2834000,"1M-5M populations",5.5,231.2,2.1,11.9,36.2,181.1
"Kansas","KS",1987,2476000,"1M-5M populations",4.8,360.7,4.4,32.6,82.1,241.6
"Kentucky","KY",1987,3727000,"1M-5M populations",8.5,337.8,7.5,21.0,90.2,219.1
"Louisiana","LA",1987,4461000,"1M-5M populations",12.1,693.0,11.1,35.9,179.0,467.0
"Maine","ME",1987,1187000,"1M-5M populations",4.4,152.1,2.5,15.7,25.6,108.3
"Maryland","MD",1987,4535000,"1M-5M populations",4.4,767.8,9.6,39.6,290.3,428.3
"Massachusetts","MA",1987,5855000,"5M+ populations",3.2,564.6,3.0,31.9,177.3,352.5
"Michigan","MI",1987,9200000,"5M+ populations",8.3,780.1,12.2,67.2,276.5,424.2
"Minnesota","MN",1987,4246000,"1M-5M populations",5.1,285.4,2.6,33.9,102.5,146.3
"Mississippi","MS",1987,2625000,"1M-5M populations",10.0,269.8,10.2,29.2,57.0,173.3
"Missouri","MO",1987,5103000,"5M+ populations",6.3,544.6,8.3,28.9,164.1,343.3
"Montana","MT",1987,809000,"1M- populations",7.4,151.2,4.1,19.8,24.2,103.1
"Nebraska","NE",1987,1594000,"1M-5M populations",4.4,251.2,3.5,21.6,47.1,179.0
"Nevada","NV",1987,1007000,"1M-5M populations",6.1,695.7,8.4,61.8,272.5,353.0
"New Hampshire","NH",1987,1057000,"1M-5M populations",2.3,149.6,3.0,26.6,26.5,93.5
"New Jersey","NJ",1987,7672000,"5M+ populations",4.1,541.0,4.6,33.4,232.8,270.3
"New Mexico","NM",1987,1500000,"1M-5M populations",8.7,628.5,10.1,43.1,108.3,466.9
"New York","NY",1987,17825000,"10M + populations",4.9,1008.1,11.3,31.1,503.3,462.4
"North Carolina","NC",1987,6413000,"5M+ populations",4.5,484.0,8.1,29.1,93.9,352.9
"North Dakota","ND",1987,672000,"1M- populations",5.0,56.8,1.5,9.4,7.6,38.4
"Ohio","OH",1987,10784000,"10M + populations",7.1,421.3,5.8,39.9,153.1,222.5
"Oklahoma","OK",1987,3272000,"1M-5M populations",7.3,417.6,7.5,35.8,109.5,264.8
"Oregon","OR",1987,2724000,"1M-5M populations",6.3,539.5,5.6,45.8,196.0,292.2
"Pennsylvania","PA",1987,11936000,"10M + populations",5.6,369.4,5.4,26.2,144.4,193.3
"Rhode Island","RI",1987,986000,"1M- populations",3.6,359.7,3.5,24.4,107.7,224.0
"South Carolina","SC",1987,3425000,"1M-5M populations",5.5,664.9,9.3,43.7,101.1,510.8
"South Dakota","SD",1987,709000,"1M- populations",4.2,119.7,1.8,20.6,12.3,85.0
"Tennessee","TN",1987,4855000,"1M-5M populations",6.6,533.5,9.1,43.9,193.8,286.6
"Texas","TX",1987,16789000,"10M + populations",8.4,631.1,11.7,48.1,226.7,344.8
"Utah","UT",1987,1680000,"1M-5M populations",6.2,229.8,3.3,21.7,52.8,152.0
"Vermont","VT",1987,548000,"1M- populations",3.6,136.5,2.7,22.4,16.8,94.5
"Virginia","VA",1987,5904000,"5M+ populations",4.3,295.0,7.4,26.0,105.8,155.8
"Washington","WA",1987,4538000,"1M-5M populations",7.3,439.5,5.6,52.2,141.4,240.2
"West Virginia","WV",1987,1897000,"1M-5M populations",10.8,137.3,4.8,22.6,31.2,78.7
"Wisconsin","WI",1987,4807000,"1M-5M populations",5.9,249.9,3.5,19.8,66.4,160.2
"Wyoming","WY",1987,490000,"1M- populations",8.0,283.1,2.0,31.4,20.0,229.6
"Alabama","AL",1988,4127000,"1M-5M populations",7.2,558.6,9.9,29.8,117.8,401.2
"Alaska","AK",1988,513000,"1M- populations",8.8,522.8,5.7,57.7,72.9,386.5
"Arizona","AZ",1988,3466000,"1M-5M populations",6.4,610.1,8.5,38.8,137.0,425.8
"Arkansas","AR",1988,2422000,"1M-5M populations",7.6,422.7,8.7,32.2,84.1,297.6
"California","CA",1988,28168000,"10M + populations",5.3,929.8,10.4,41.8,305.8,571.8
"Colorado","CO",1988,3290000,"1M-5M populations",6.5,472.6,5.7,38.6,98.8,329.5
"Connecticut","CT",1988,3241000,"1M-5M populations",3.0,455.4,5.4,26.2,187.6,236.2
"Delaware","DE",1988,660000,"1M- populations",3.1,451.7,5.2,74.4,118.8,253.3
"District of Columbia","DC",1988,620000,"1M- populations",5.0,1921.6,59.5,26.6,917.7,917.7
"Florida","FL",1988,12377000,"10M + populations",5.1,1117.7,11.4,49.7,403.3,653.3
"Georgia","GA",1988,6401000,"5M+ populations",5.7,665.3,11.7,46.4,243.6,363.7
"Hawaii","HI",1988,1093000,"1M-5M populations",3.2,257.1,4.0,32.5,84.1,136.5
"Idaho","ID",1988,999000,"1M- populations",6.0,234.7,3.6,17.9,20.2,193.0
"Illinois","IL",1988,11544000,"10M + populations",6.7,810.4,8.6,38.5,312.7,450.6
"Indiana","IN",1988,5575000,"5M+ populations",5.2,380.0,6.4,31.0,89.0,253.5
"Iowa","IA",1988,2834000,"1M-5M populations",4.5,256.8,1.7,15.7,39.9,199.5
"Kansas","KS",1988,2487000,"1M-5M populations",4.5,365.2,3.4,31.3,85.9,244.6
"Kentucky","KY",1988,3721000,"1M-5M populations",7.6,330.1,6.2,22.4,74.3,227.3
"Louisiana","LA",1988,4420000,"1M-5M populations",10.8,717.4,11.6,38.5,209.0,458.3
"Maine","ME",1988,1206000,"1M-5M populations",3.6,157.4,3.1,18.6,25.8,110.0
"Maryland","MD",1988,4644000,"1M-5M populations",4.3,806.8,9.7,37.1,301.3,458.7
"Massachusetts","MA",1988,5871000,"5M+ populations",3.3,619.6,3.5,32.0,176.3,407.8
"Michigan","MI",1988,9300000,"5M+ populations",7.5,741.7,10.8,69.5,241.1,420.3
"Minnesota","MN",1988,4306000,"1M-5M populations",4.3,290.1,2.9,31.0,94.7,161.4
"Mississippi","MS",1988,2627000,"1M-5M populations",8.4,325.2,8.6,36.2,77.2,203.3
"Missouri","MO",1988,5139000,"5M+ populations",5.7,552.5,8.0,29.3,168.1,347.1
"Montana","MT",1988,804000,"1M- populations",6.6,123.0,2.6,16.8,22.6,81.0
"Nebraska","NE",1988,1601000,"1M-5M populations",3.6,273.2,3.6,24.0,56.1,189.4
"Nevada","NV",1988,1060000,"1M-5M populations",5.2,780.7,10.5,73.8,291.2,405.2
"New Hampshire","NH",1988,1097000,"1M-5M populations",2.4,147.9,2.3,25.2,21.1,99.4
"New Jersey","NJ",1988,7720000,"5M+ populations",3.8,582.8,5.3,33.7,245.2,298.6
"New Mexico","NM",1988,1510000,"1M-5M populations",7.5,658.1,11.5,38.4,103.1,505.2
"New York","NY",1988,17898000,"10M + populations",4.3,1097.3,12.5,30.6,544.4,509.8
"North Carolina","NC",1988,6526000,"5M+ populations",3.6,501.9,7.8,28.1,108.6,357.4
"North Dakota","ND",1988,663000,"1M- populations",4.7,59.1,1.8,11.2,8.1,38.0
"Ohio","OH",1988,10872000,"10M + populations",6.0,452.0,5.4,42.6,161.4,242.7
"Oklahoma","OK",1988,3263000,"1M-5M populations",6.4,434.5,7.4,37.7,105.1,284.4
"Oregon","OR",1988,2741000,"1M-5M populations",5.8,545.7,5.1,40.5,193.0,307.2
"Pennsylvania","PA",1988,12027000,"10M + populations",5.0,362.0,5.5,24.9,138.1,193.5
"Rhode Island","RI",1988,995000,"1M- populations",3.1,396.7,4.1,30.5,115.2,246.9
"South Carolina","SC",1988,3493000,"1M-5M populations",4.7,741.2,9.3,42.7,124.7,564.4
"South Dakota","SD",1988,715000,"1M- populations",4.1,113.7,3.1,26.9,12.2,71.6
"Tennessee","TN",1988,4919000,"1M-5M populations",5.8,532.7,9.4,44.7,173.6,305.1
"Texas","TX",1988,16780000,"10M + populations",7.3,652.6,12.1,48.4,234.2,357.9
"Utah","UT",1988,1691000,"1M-5M populations",5.0,243.1,2.8,23.6,54.1,162.6
"Vermont","VT",1988,556000,"1M- populations",3.0,142.3,2.0,23.0,16.0,101.3
"Virginia","VA",1988,5996000,"5M+ populations",3.9,299.2,7.8,27.1,112.5,151.8
"Washington","WA",1988,4619000,"1M-5M populations",6.3,466.4,5.7,56.5,145.9,258.3
"West Virginia","WV",1988,1884000,"1M-5M populations",9.8,131.4,4.9,18.7,34.2,73.6
"Wisconsin","WI",1988,4858000,"1M-5M populations",4.4,214.4,3.0,19.9,67.1,124.5
"Wyoming","WY",1988,471000,"1M- populations",6.5,314.0,2.5,24.0,15.1,272.4
"Alabama","AL",1989,4118000,"1M-5M populations",7.0,590.8,10.2,31.0,133.9,415.7
"Alaska","AK",1989,527000,"1M- populations",7.0,497.7,8.0,52.9,67.6,369.3
"Arizona","AZ",1989,3556000,"1M-5M populations",5.3,599.6,6.7,36.2,139.0,417.7
"Arkansas","AR",1989,2406000,"1M-5M populations",7.0,473.7,8.4,38.4,110.6,316.3
"California","CA",1989,29063000,"10M + populations",5.1,977.7,10.9,41.2,331.8,593.8
"Colorado","CO",1989,3317000,"1M-5M populations",5.7,471.4,4.4,36.2,90.0,340.8
"Connecticut","CT",1989,3239000,"1M-5M populations",3.8,511.8,5.9,27.5,214.8,263.6
"Delaware","DE",1989,673000,"1M- populations",3.5,556.5,5.1,84.5,138.8,328.1
"District of Columbia","DC",1989,604000,"1M- populations",4.9,2141.9,71.9,30.8,1083.1,956.1
"Florida","FL",1989,12671000,"10M + populations",5.6,1109.4,11.1,49.7,404.0,644.6
"Georgia","GA",1989,6436000,"5M+ populations",5.5,735.8,12.7,48.9,271.1,403.0
"Hawaii","HI",1989,1112000,"1M-5M populations",2.5,270.1,4.8,44.6,83.2,137.6
"Idaho","ID",1989,1014000,"1M-5M populations",5.3,254.6,2.6,23.3,15.0,213.8
"Illinois","IL",1989,11658000,"10M + populations",6.0,845.9,9.0,35.7,335.7,465.4
"Indiana","IN",1989,5593000,"5M+ populations",4.9,406.5,6.3,32.3,101.4,266.5
"Iowa","IA",1989,2840000,"1M-5M populations",4.2,266.3,1.9,16.2,39.0,209.2
"Kansas","KS",1989,2513000,"1M-5M populations",4.2,400.8,5.5,36.5,99.8,259.1
"Kentucky","KY",1989,3727000,"1M-5M populations",6.4,356.9,7.9,24.6,76.1,248.3
"Louisiana","LA",1989,4382000,"1M-5M populations",8.0,781.8,14.9,38.2,237.3,491.4
"Maine","ME",1989,1222000,"1M-5M populations",4.0,137.2,3.2,18.7,24.0,91.2
"Maryland","MD",1989,4694000,"1M-5M populations",3.8,855.4,11.6,38.0,332.1,473.7
"Massachusetts","MA",1989,5913000,"5M+ populations",4.2,675.0,4.3,31.8,202.6,436.3
"Michigan","MI",1989,9273000,"5M+ populations",7.1,709.2,10.7,71.4,222.3,404.7
"Minnesota","MN",1989,4353000,"1M-5M populations",4.3,288.3,2.5,31.3,94.8,159.6
"Mississippi","MS",1989,2621000,"1M-5M populations",7.8,311.2,9.7,38.8,78.3,184.4
"Missouri","MO",1989,5159000,"5M+ populations",5.5,632.6,7.9,30.8,195.0,398.9
"Montana","MT",1989,806000,"1M- populations",5.8,116.0,2.9,18.0,17.0,78.2
"Nebraska","NE",1989,1611000,"1M-5M populations",2.9,279.5,2.5,23.6,52.0,201.4
"Nevada","NV",1989,1111000,"1M-5M populations",4.7,625.3,8.2,59.6,250.6,306.9
"New Hampshire","NH",1989,1107000,"1M-5M populations",3.5,168.5,3.3,29.5,23.8,111.8
"New Jersey","NJ",1989,7736000,"5M+ populations",4.1,609.0,5.1,31.7,273.3,299.0
"New Mexico","NM",1989,1528000,"1M-5M populations",6.7,703.9,8.6,45.9,105.2,544.1
"New York","NY",1989,17950000,"10M + populations",5.0,1131.2,12.5,29.2,579.3,510.1
"North Carolina","NC",1989,6571000,"5M+ populations",3.5,546.4,8.9,29.9,133.5,374.1
"North Dakota","ND",1989,660000,"1M- populations",4.3,63.2,0.6,11.8,9.2,41.5
"Ohio","OH",1989,10907000,"10M + populations",5.5,468.6,6.0,44.7,170.9,247.1
"Oklahoma","OK",1989,3224000,"1M-5M populations",5.6,491.5,6.5,37.5,126.2,321.3
"Oregon","OR",1989,2820000,"1M-5M populations",5.4,518.6,4.8,46.6,151.8,315.4
"Pennsylvania","PA",1989,12040000,"10M + populations",4.7,378.6,6.3,24.6,149.7,198.0
"Rhode Island","RI",1989,998000,"1M- populations",4.1,378.0,4.9,26.7,112.4,234.0
"South Carolina","SC",1989,3512000,"1M-5M populations",4.6,813.7,9.1,46.5,130.2,627.8
"South Dakota","SD",1989,715000,"1M- populations",4.0,135.5,1.3,32.0,11.7,90.5
"Tennessee","TN",1989,4940000,"1M-5M populations",5.1,548.9,8.4,46.0,160.4,334.1
"Texas","TX",1989,16991000,"10M + populations",6.7,658.5,11.9,46.8,223.1,376.6
"Utah","UT",1989,1707000,"1M-5M populations",4.5,258.8,2.6,28.6,52.6,174.9
"Vermont","VT",1989,567000,"1M- populations",3.5,132.8,1.9,23.1,18.0,89.8
"Virginia","VA",1989,6098000,"5M+ populations",3.9,312.5,7.9,26.9,106.5,171.3
"Washington","WA",1989,4761000,"1M-5M populations",5.9,471.7,4.4,61.7,140.1,265.5
"West Virginia","WV",1989,1857000,"1M-5M populations",8.6,146.7,6.5,18.7,42.7,78.8
"Wisconsin","WI",1989,4867000,"1M-5M populations",4.3,222.6,3.6,20.4,75.2,123.4
"Wyoming","WY",1989,475000,"1M- populations",6.1,258.3,4.4,28.2,17.1,208.6
"Alabama","AL",1990,4040587,"1M-5M populations",6.8,708.6,11.6,32.6,143.7,520.7
"Alaska","AK",1990,550043,"1M- populations",7.2,524.5,7.5,72.9,76.7,367.4
"Arizona","AZ",1990,3665228,"1M-5M populations",5.3,652.4,7.7,40.9,160.9,442.8
"Arkansas","AR",1990,2350725,"1M-5M populations",6.9,532.2,10.3,43.3,113.2,365.4
"California","CA",1990,29760021,"10M + populations",5.8,1045.2,11.9,42.6,377.0,613.6
"Colorado","CO",1990,3294394,"1M-5M populations",5.2,526.0,4.2,46.2,90.6,385.0
"Connecticut","CT",1990,3287116,"1M-5M populations",5.1,553.7,5.1,27.9,234.8,286.0
"Delaware","DE",1990,666168,"1M- populations",4.7,655.2,5.0,88.1,164.8,397.3
"District of Columbia","DC",1990,606900,"1M- populations",6.3,2458.2,77.8,49.9,1213.5,1117.0
"Florida","FL",1990,12937926,"10M + populations",6.1,1244.3,10.7,52.4,416.8,764.4
"Georgia","GA",1990,6478216,"5M+ populations",5.5,756.3,11.8,53.6,263.5,427.4
"Hawaii","HI",1990,1108229,"1M-5M populations",2.7,280.9,4.0,32.5,91.4,153.0
"Idaho","ID",1990,1006749,"1M-5M populations",5.5,275.7,2.7,27.3,15.0,230.7
"Illinois","IL",1990,11430602,"10M + populations",6.1,967.4,10.3,39.4,394.0,523.6
"Indiana","IN",1990,5544159,"5M+ populations",5.3,473.9,6.2,37.9,101.3,328.4
"Iowa","IA",1990,2776755,"1M-5M populations",4.4,299.7,1.9,18.4,39.2,240.1
"Kansas","KS",1990,2477574,"1M-5M populations",4.3,447.7,4.0,40.4,117.6,285.7
"Kentucky","KY",1990,3685296,"1M-5M populations",6.0,390.4,7.2,29.0,69.1,285.2
"Louisiana","LA",1990,4219973,"1M-5M populations",6.2,898.4,17.2,42.2,269.8,569.2
"Maine","ME",1990,1227928,"1M-5M populations",5.3,143.2,2.4,19.7,25.1,96.0
"Maryland","MD",1990,4781468,"1M-5M populations",4.5,919.0,11.5,45.7,363.8,497.9
"Massachusetts","MA",1990,6016425,"5M+ populations",6.3,736.3,4.0,33.7,217.1,481.4
"Michigan","MI",1990,9295297,"5M+ populations",7.6,790.4,10.4,77.6,234.0,468.4
"Minnesota","MN",1990,4375099,"1M-5M populations",4.8,306.1,2.7,34.0,92.7,176.7
"Mississippi","MS",1990,2573216,"1M-5M populations",7.6,340.4,12.2,44.1,86.2,198.0
"Missouri","MO",1990,5117073,"5M+ populations",5.8,715.3,8.8,32.5,216.4,457.6
"Montana","MT",1990,799065,"1M- populations",6.0,159.3,4.9,24.4,21.7,108.4
"Nebraska","NE",1990,1578385,"1M-5M populations",2.3,330.0,2.7,30.0,51.1,246.2
"Nevada","NV",1990,1201833,"1M-5M populations",4.7,600.9,9.7,62.2,238.3,290.7
"New Hampshire","NH",1990,1109252,"1M-5M populations",5.7,131.5,1.9,34.8,27.2,67.6
"New Jersey","NJ",1990,7730188,"5M+ populations",5.0,647.6,5.6,29.8,301.0,311.1
"New Mexico","NM",1990,1515069,"1M-5M populations",6.6,780.2,9.2,49.7,115.1,606.2
"New York","NY",1990,17990455,"10M + populations",5.3,1180.9,14.5,29.8,624.7,512.0
"North Carolina","NC",1990,6628637,"5M+ populations",4.1,623.5,10.7,34.3,152.1,426.4
"North Dakota","ND",1990,638800,"1M- populations",4.0,73.9,0.8,17.8,7.8,47.4
"Ohio","OH",1990,10847115,"10M + populations",5.6,506.2,6.1,46.8,188.5,264.7
"Oklahoma","OK",1990,3145585,"1M-5M populations",5.7,547.5,8.0,47.0,121.9,370.5
"Oregon","OR",1990,2842321,"1M-5M populations",5.5,506.8,3.8,46.9,144.3,311.8
"Pennsylvania","PA",1990,11881643,"10M + populations",5.5,431.0,6.7,25.8,176.2,222.3
"Rhode Island","RI",1990,1003464,"1M-5M populations",6.3,431.9,4.8,24.7,122.0,280.4
"South Carolina","SC",1990,3486703,"1M-5M populations",4.8,976.6,11.2,53.7,152.4,759.3
"South Dakota","SD",1990,696004,"1M- populations",3.8,162.8,2.0,34.3,12.4,114.1
"Tennessee","TN",1990,4877185,"1M-5M populations",5.3,670.4,10.5,49.5,191.2,419.2
"Texas","TX",1990,16986510,"10M + populations",6.3,761.4,14.1,51.5,260.8,435.1
"Utah","UT",1990,1722850,"1M-5M populations",4.4,283.9,3.0,37.8,56.9,186.3
"Vermont","VT",1990,562758,"1M- populations",5.0,127.2,2.3,25.9,11.7,87.2
"Virginia","VA",1990,6187358,"5M+ populations",4.5,350.6,8.8,31.0,123.3,187.6
"Washington","WA",1990,4866692,"1M-5M populations",5.2,501.6,4.9,64.0,130.0,302.7
"West Virginia","WV",1990,1793477,"1M-5M populations",8.5,169.3,5.7,23.6,37.9,102.1
"Wisconsin","WI",1990,4891769,"1M-5M populations",4.4,264.7,4.6,20.7,112.7,126.7
"Wyoming","WY",1990,453588,"1M- populations",5.3,301.4,4.9,29.5,15.9,251.1
"Alabama","AL",1991,4089000,"1M-5M populations",7.3,844.2,11.5,35.6,152.8,644.4
"Alaska","AK",1991,570000,"1M- populations",8.5,613.9,7.4,91.8,113.2,401.6
"Arizona","AZ",1991,3750000,"1M-5M populations",5.9,670.7,7.8,42.4,165.7,454.8
"Arkansas","AR",1991,2372000,"1M-5M populations",7.4,593.3,11.1,44.6,135.6,401.9
"California","CA",1991,30380000,"10M + populations",7.7,1089.9,12.7,42.4,411.3,623.5
"Colorado","CO",1991,3377000,"1M-5M populations",5.3,559.3,5.9,47.0,107.4,398.9
"Connecticut","CT",1991,3291000,"1M-5M populations",6.5,539.7,5.7,29.2,224.4,280.5
"Delaware","DE",1991,680000,"1M- populations",6.2,714.3,5.4,86.5,214.7,407.6
"District of Columbia","DC",1991,598000,"1M- populations",7.8,2453.3,80.6,35.8,1215.6,1121.4
"Florida","FL",1991,13277000,"10M + populations",7.5,1184.3,9.4,51.7,399.8,723.4
"Georgia","GA",1991,6623000,"5M+ populations",5.2,738.2,12.8,42.3,268.2,415.0
"Hawaii","HI",1991,1135000,"1M-5M populations",2.9,241.8,4.0,33.0,86.9,117.9
"Idaho","ID",1991,1039000,"1M-5M populations",6.2,290.3,1.8,28.9,20.7,238.9
"Illinois","IL",1991,11543000,"10M + populations",7.3,1039.2,11.3,40.0,456.1,531.8
"Indiana","IN",1991,5610000,"5M+ populations",6.0,505.3,7.5,41.3,116.0,340.5
"Iowa","IA",1991,2795000,"1M-5M populations",4.7,303.3,2.0,20.9,45.0,235.4
"Kansas","KS",1991,2495000,"1M-5M populations",4.4,499.6,6.1,44.8,138.4,310.3
"Kentucky","KY",1991,3713000,"1M-5M populations",7.3,438.0,6.8,35.4,83.1,312.7
"Louisiana","LA",1991,4252000,"1M-5M populations",7.3,951.0,16.9,40.9,278.9,614.3
"Maine","ME",1991,1235000,"1M-5M populations",7.5,132.1,1.2,21.9,22.7,86.3
"Maryland","MD",1991,4860000,"1M-5M populations",6.1,956.2,11.7,45.9,407.1,491.5
"Massachusetts","MA",1991,5996000,"5M+ populations",8.6,736.1,4.2,32.1,194.6,505.2
"Michigan","MI",1991,9368000,"5M+ populations",9.2,803.1,10.8,78.7,243.3,470.3
"Minnesota","MN",1991,4432000,"1M-5M populations",5.1,316.0,3.0,39.8,98.0,175.3
"Mississippi","MS",1991,2592000,"1M-5M populations",8.5,389.1,12.8,46.3,116.3,213.7
"Missouri","MO",1991,5158000,"5M+ populations",6.6,763.0,10.5,34.0,251.1,467.4
"Montana","MT",1991,808000,"1M- populations",6.9,139.9,2.6,19.8,18.6,98.9
"Nebraska","NE",1991,1593000,"1M-5M populations",2.7,334.6,3.3,28.1,54.0,249.2
"Nevada","NV",1991,1284000,"1M-5M populations",5.8,677.0,11.8,66.0,312.5,286.7
"New Hampshire","NH",1991,1105000,"1M-5M populations",7.3,119.3,3.6,29.9,33.0,52.8
"New Jersey","NJ",1991,7760000,"5M+ populations",6.7,634.8,5.2,29.1,293.1,307.3
"New Mexico","NM",1991,1548000,"1M-5M populations",7.1,834.8,10.5,52.4,120.3,651.6
"New York","NY",1991,18058000,"10M + populations",7.2,1163.9,14.2,28.2,622.1,499.4
"North Carolina","NC",1991,6737000,"5M+ populations",5.8,658.4,11.4,34.6,178.0,434.4
"North Dakota","ND",1991,635000,"1M- populations",4.4,65.4,1.1,18.3,8.0,38.0
"Ohio","OH",1991,10939000,"10M + populations",6.5,561.8,7.2,52.5,215.2,287.0
"Oklahoma","OK",1991,3175000,"1M-5M populations",6.3,583.7,7.2,50.9,128.9,396.7
"Oregon","OR",1991,2922000,"1M-5M populations",6.4,506.3,4.6,53.4,150.1,298.2
"Pennsylvania","PA",1991,11961000,"10M + populations",7.0,450.0,6.3,28.7,193.9,221.1
"Rhode Island","RI",1991,1004000,"1M-5M populations",8.6,462.0,3.7,30.9,122.9,304.5
"South Carolina","SC",1991,3560000,"1M-5M populations",6.1,972.5,11.3,58.9,171.1,731.2
"South Dakota","SD",1991,703000,"1M- populations",3.5,182.2,1.7,39.7,18.8,122.0
"Tennessee","TN",1991,4953000,"1M-5M populations",6.8,725.9,11.0,46.4,212.9,455.6
"Texas","TX",1991,17349000,"10M + populations",6.9,840.1,15.3,53.4,286.5,484.9
"Utah","UT",1991,1770000,"1M-5M populations",4.7,286.8,2.9,45.6,55.1,183.1
"Vermont","VT",1991,567000,"1M- populations",6.6,116.8,2.1,30.5,11.8,72.3
"Virginia","VA",1991,6286000,"5M+ populations",5.9,373.2,9.3,29.9,137.6,196.4
"Washington","WA",1991,5018000,"5M+ populations",6.3,522.6,4.2,70.3,145.5,302.5
"West Virginia","WV",1991,1801000,"1M-5M populations",10.6,191.0,6.2,23.0,43.3,118.5
"Wisconsin","WI",1991,4955000,"1M-5M populations",5.5,277.0,4.8,25.4,119.0,127.7
"Wyoming","WY",1991,460000,"1M- populations",5.2,310.2,3.3,25.9,17.2,263.9
"Alabama","AL",1992,4136000,"1M-5M populations",7.6,871.7,11.0,41.2,164.9,654.6
"Alaska","AK",1992,587000,"1M- populations",8.9,660.5,7.5,98.6,109.0,445.3
"Arizona","AZ",1992,3832000,"1M-5M populations",7.5,670.8,8.1,43.0,153.1,466.6
"Arkansas","AR",1992,2399000,"1M-5M populations",7.1,576.5,10.8,41.3,125.5,399.0
"California","CA",1992,30867000,"10M + populations",9.3,1119.7,12.7,41.3,424.1,641.6
"Colorado","CO",1992,3470000,"1M-5M populations",6.0,578.8,6.2,47.3,120.5,404.9
"Connecticut","CT",1992,3281000,"1M-5M populations",7.6,495.3,5.1,26.9,210.9,252.5
"Delaware","DE",1992,689000,"1M- populations",5.4,621.2,4.6,85.8,151.2,379.5
"District of Columbia","DC",1992,589000,"1M- populations",8.6,2832.8,75.2,36.5,1266.4,1454.7
"Florida","FL",1992,13488000,"10M + populations",8.2,1207.2,9.0,54.2,366.9,777.2
"Georgia","GA",1992,6751000,"5M+ populations",6.9,733.2,11.0,45.3,249.8,427.1
"Hawaii","HI",1992,1160000,"1M-5M populations",4.3,258.4,3.6,37.9,99.2,117.7
"Idaho","ID",1992,1067000,"1M-5M populations",6.4,281.4,3.5,31.8,21.5,224.7
"Illinois","IL",1992,11631000,"10M + populations",7.9,977.3,11.4,37.1,412.5,516.4
"Indiana","IN",1992,5662000,"5M+ populations",6.6,508.5,8.2,42.4,122.2,335.7
"Iowa","IA",1992,2812000,"1M-5M populations",4.5,278.0,1.6,18.8,39.6,218.0
"Kansas","KS",1992,2523000,"1M-5M populations",4.5,510.8,6.0,41.3,129.9,333.7
"Kentucky","KY",1992,3755000,"1M-5M populations",6.9,535.5,5.8,32.2,87.2,410.4
"Louisiana","LA",1992,4287000,"1M-5M populations",8.0,984.6,17.4,42.3,271.4,653.4
"Maine","ME",1992,1235000,"1M-5M populations",7.3,130.9,1.7,23.8,23.3,82.0
"Maryland","MD",1992,4908000,"1M-5M populations",6.8,1000.1,12.1,46.4,429.0,512.6
"Massachusetts","MA",1992,5998000,"5M+ populations",8.5,779.0,3.6,36.1,184.4,555.0
"Michigan","MI",1992,9437000,"5M+ populations",9.0,770.1,9.9,80.0,221.5,458.6
"Minnesota","MN",1992,4480000,"1M-5M populations",5.1,338.0,3.3,41.1,109.5,184.1
"Mississippi","MS",1992,2614000,"1M-5M populations",8.1,411.7,12.2,44.6,124.5,230.4
"Missouri","MO",1992,5193000,"5M+ populations",6.2,740.4,10.5,36.5,226.9,466.5
"Montana","MT",1992,824000,"1M- populations",6.7,169.9,2.9,25.5,26.9,114.6
"Nebraska","NE",1992,1606000,"1M-5M populations",2.9,348.6,4.2,31.4,56.7,256.2
"Nevada","NV",1992,1327000,"1M-5M populations",6.7,696.8,10.9,62.8,331.3,291.8
"New Hampshire","NH",1992,1111000,"1M-5M populations",7.3,125.7,1.6,38.2,33.0,52.9
"New Jersey","NJ",1992,7789000,"5M+ populations",8.4,625.8,5.1,30.7,285.2,304.8
"New Mexico","NM",1992,1581000,"1M-5M populations",7.2,934.9,8.9,62.6,139.3,724.1
"New York","NY",1992,18119000,"10M + populations",8.6,1122.1,13.2,28.4,596.9,483.5
"North Carolina","NC",1992,6843000,"5M+ populations",6.0,681.0,10.6,35.9,186.8,447.7
"North Dakota","ND",1992,636000,"1M- populations",4.7,83.3,1.9,23.3,7.9,50.3
"Ohio","OH",1992,11016000,"10M + populations",7.4,525.9,6.6,52.1,199.0,268.2
"Oklahoma","OK",1992,3212000,"1M-5M populations",6.0,622.8,6.5,48.4,136.2,431.6
"Oregon","OR",1992,2977000,"1M-5M populations",7.4,510.2,4.7,53.1,151.4,301.1
"Pennsylvania","PA",1992,12009000,"10M + populations",7.6,427.0,6.2,27.7,180.7,212.4
"Rhode Island","RI",1992,1005000,"1M-5M populations",8.9,394.5,3.6,30.9,94.5,265.5
"South Carolina","SC",1992,3603000,"1M-5M populations",6.7,944.5,10.4,57.5,170.6,706.0
